name,ra,dec,pmra,pmdec,mag,alias
gam Pyx,132.63301,-27.709841,-133.185,86.297,4.01,
f Vel,132.639419,-46.529187,-4.301,3.322,5.11,
54 Cnc,132.756102,15.350657,-112.498,75.075,6.361,
52 Cnc,132.795025,15.999429,-36.309,13.496,7.37,
15 Hya,132.893374,-7.177224,-49.813,-5.417,5.55,
35 Lyn,132.986794,43.726604,-14.708,46.37,5.148,
53 Cnc,133.119125,28.259158,-16.401,-6.909,6.23,
sig01 Cnc,133.144258,32.474159,-5.598,15.832,5.664,
rho01 Cnc,133.149213,28.330821,-485.681,-233.517,5.96,Copernicus
b UMa,133.34399,61.962266,-9.608,21.585,5.74,
57 Cnc,133.561386,30.579119,41.6,-24.02,7.08,
c Car,133.761867,-60.644609,-27.572,38.513,3.8,
X Cnc,133.845341,17.231273,-2.076,6.457,6.4,
zet Hya,133.848442,5.945565,-100.06,15.46,3.1,
17 Hya B,133.873435,-7.97002,8.804,-27.874,6.907,
del Pyx,133.88153,-27.681848,82.731,-101.976,4.89,
rho02 Cnc,133.915335,27.927482,-13.014,-32.535,5.225,
60 Cnc,133.981446,11.626025,-15.525,-12.905,5.44,
H Vel,134.080262,-52.723474,-16.284,14.567,4.723,
6 UMa,134.156022,64.603827,-32.106,-89.948,5.56,
zet Oct,134.170732,-85.663152,-117.699,33.964,5.419,
sig02 Cnc,134.235823,32.910428,-53.031,-66.186,5.436,
b01 Car,134.243405,-59.229337,-8.651,9.224,4.895,
omi01 Cnc,134.31229,15.322766,60.732,20.396,5.22,
omi02 Cnc,134.396665,15.581285,60.077,20.781,5.677,
61 Cnc,134.494447,30.233825,49.228,27.304,6.239,
alf Cnc,134.621684,11.85768,42.181,-31.16,4.249,Acubens
iot UMa,134.80189,48.041826,-441.29,-215.32,3.14,Talitha
b02 Car,134.850757,-59.083712,-175.405,282.08,5.16,
sig03 Cnc,134.88606,32.418559,-43.741,-34.754,5.22,
w Vel,135.02254,-41.253607,-41.809,51.476,4.446,
10 UMa,135.159919,41.782946,-474.31,-204.21,3.96,
66 Cnc,135.35054,32.252296,0.723,0.276,5.87,
67 Cnc,135.453463,27.902601,-54.797,-81.038,6.07,
alf Vol,135.61165,-66.396074,-1.925,-95.455,3.99,
rho UMa,135.636214,67.629617,-21.736,17.726,4.76,
nu. Cnc,135.684449,24.452887,-4.801,-1.621,5.447,
kap UMa,135.906365,47.156525,-36.19,-55.4,3.55,Alkaphrah
c Vel,136.038665,-47.097735,-47.862,-8.973,3.75,
70 Cnc,136.041113,27.898307,-1.426,-1.122,6.665,
G Car,136.286721,-72.602706,-8.81,-5.26,4.467,
E Car,136.409897,-70.538498,-3.87,9.088,4.652,
ome Hya,136.493207,5.092326,-21.393,-9.59,4.981,
kap Cnc,136.936706,10.6682,-18.312,-12.105,5.24,
lam Vel,136.998991,-43.432591,-24.01,13.52,2.21,Suhail
tau Cnc,137.000209,29.654232,-32.199,2.64,5.42,
kap Pyx,137.011999,-25.858538,34.972,0.197,4.56,
74 Cnc,137.034966,14.711396,-23.404,-9.357,7.34,
sig01 UMa,137.097915,66.873234,-22.484,-40.649,5.136,
19 Hya,137.175754,-8.589533,-21.201,-0.52,5.609,
75 Cnc,137.197212,26.629116,-138.947,-371.029,5.95,
f UMa,137.217737,51.604647,-137.15,-33.143,4.48,
ksi Cnc,137.339755,22.045438,-3.147,9.159,5.149,Nahn
20 Hya,137.398207,-8.787648,-17.023,-7.063,5.46,
eps Pyx,137.48504,-30.3654,-2.99,-48.949,5.593,
79 Cnc,137.58691,21.996416,3.035,5.08,6.011,
sig02 UMa,137.598108,67.134018,13.13,-90.93,4.8,
RS Cnc,137.661654,30.963136,-10.723,-33.822,5.95,
tau UMa,137.729341,63.513671,104.904,-69.926,4.64,
a Car,137.742026,-58.966894,-16.64,15,3.4,
i Car,137.81967,-62.31698,-37.48,14.59,3.943,
80 Cnc,137.987124,18.044116,-36.408,-21.828,6.857,
pi.01 Cnc,138.073114,14.996049,-523.619,244.282,6.51,
21 Hya,138.108543,-7.109805,-19.542,10.7,6.098,
36 Lyn,138.450888,43.217831,-30.236,-32.032,5.282,
c UMa,138.585592,61.423317,-7.826,-31.083,5.2,
tet Hya,138.591083,2.31432,134.386,-322.143,3.89,
z Vel,138.602024,-43.227489,-24.066,13.306,5.25,
k01 Vel,138.738213,-37.602429,4.028,-5.627,5.85,
pi.02 Cnc,138.807717,14.941509,-41.018,-11.304,5.348,
l Vel,138.90295,-38.569943,-71.038,-10.227,4.94,
k Vel,138.937832,-37.413144,13.859,-7.738,4.62,
17 UMa,138.957423,56.741407,-24.607,-28.808,5.266,
e UMa,139.047196,54.021857,48.858,60.396,4.805,
g Car,139.050303,-57.541472,-27.15,-14.18,4.318,
24 Hya,139.172361,-8.744758,-17.359,0.577,5.468,
23 Hya,139.173912,-6.353144,18.862,3.121,5.23,
iot Car,139.272528,-59.275232,-18.86,11.98,2.26,Aspidiske
25 Hya,139.371677,-11.961968,-33.138,-42.413,7.08,
K Vel,139.524463,-51.050856,-20.6,15.405,5.254,
38 Lyn,139.711015,36.802596,-33.072,-126.187,3.92,
83 Cnc,139.745231,17.705281,-133.878,-108.942,6.64,
26 Hya,139.943257,-11.974853,-27.97,12.4,4.77,
27 Hya,140.120895,-9.555703,-13.105,-27.167,4.811,
37 Lyn,140.182337,51.266064,-35.156,143.918,6.11,
k Car,140.236721,-62.404634,-13.78,-0.181,4.8,
alf Lyn,140.263751,34.392559,-218.723,16.555,3.14,
tet Pyx,140.373293,-25.965441,-12.86,-9.792,4.72,
lam Pyx,140.801042,-28.833861,-126.913,23.116,4.68,
iot Cha,141.038435,-80.786877,-138.717,134.88,5.36,
kap Leo,141.163578,26.182324,-32.493,-47.421,4.46,
28 Hya,141.350146,-5.117395,-12.08,-6.419,5.579,
I Vel,141.574821,-53.378908,-20.362,10.937,5.089,
29 Hya,141.811004,-9.223711,-16.96,-3.52,6.53,
G Hya,141.826719,-22.343727,178.235,-178.053,4.69,
alf Hya,141.896845,-8.658599,-15.23,34.37,1.97,Alphard
ome Leo,142.114161,9.056785,36.98,5.78,5.4,
3 Leo,142.121558,8.188306,-26.193,-32.383,5.713,
41 Lyn,142.166619,45.601481,-7.184,-129.318,5.393,Intercrus
tau01 Hya,142.287214,-2.768939,116.374,-31.265,4.6,
eps Ant,142.311332,-35.951335,-24.69,5.04,4.51,
psi Vel,142.674998,-40.466739,-147.98,61.35,3.6,
7 LMi,142.680112,33.655714,-23.939,-48.16,5.857,
zet01 Ant B,142.690663,-31.891113,20.517,-21.314,6.82,
N Vel,142.805492,-57.034376,-32.615,5.857,3.139,
h UMa,142.882117,63.06186,107.818,26.791,3.67,
zet02 Ant,142.883979,-31.87181,-46.727,-9.036,5.899,
8 LMi,142.885043,35.103272,-54.488,-97.434,5.37,
H Car,142.90113,-73.080913,-24.297,1.409,5.454,
lam Leo,142.930124,22.967981,-18.45,-36.303,4.31,Alterf
ksi Leo,142.98642,11.299822,-101.446,-82.543,4.963,
6 Leo,142.989904,9.715765,-8.974,-12.737,5.07,
tau02 Hya,142.995525,-1.184671,-11.906,-2.198,4.548,
tet UMa,143.214307,51.6773,-947.46,-535.6,3.18,
9 LMi,143.376511,36.486948,39.721,-33.21,6.181,
zet Cha,143.4724,-80.941259,-34.81,14.18,5.059,
L Vel,143.536638,-51.255265,-8.55,7.08,5.03,
10 LMi,143.555757,36.397558,6.989,-22.729,4.6,
h Car,143.611045,-59.229752,-10.74,6.6,4.09,
d UMa,143.620247,69.830341,-64.043,77.209,4.57,
33 Hya,143.636032,-5.91495,9.308,-58.066,5.548,
26 UMa,143.705962,52.051479,-66.851,-36.359,4.463,
22 UMa,143.723031,72.20568,72.911,-75.506,5.768,
11 LMi,143.914592,35.810132,-726.514,-259.057,5.34,
7 Leo,143.970348,14.379594,-42.69,-2.737,6.303,
M Vel,144.206413,-49.355025,-128.822,43.14,4.35,
8 Leo,144.260756,16.437952,-14.459,-3.358,5.732,
10 Leo,144.30283,6.835822,-67.135,-8.899,5.009,
9 Leo,144.457885,24.670277,-99.043,-16.587,6.604,
34 Hya,144.46461,-9.424448,-59.487,6.769,6.39,
11 Leo,144.505229,14.347297,-54.722,-90.019,6.614,
y Vel,144.506047,-43.19094,27.785,-35.722,5.5,
42 Lyn,144.590735,40.239793,-13.515,10.268,5.276,
2 Sex,144.613702,4.649292,-164.812,-50.933,4.68,
m Car,144.837547,-61.32805,-42.412,20.414,4.498,
37 Hya,144.947545,-10.570271,-20.146,3.837,6.32,
iot Hya,144.964006,-1.142809,46.96,-62.39,3.91,Ukdah
kap Hya,145.07652,-14.332296,-23.41,-21.1,5.052,
omi Leo,145.287637,9.892308,-143.2,-37.2,3.52,Subra
I Hya,145.320864,-23.591515,-29.29,2.7,4.76,
13 Leo,145.410352,25.912877,-18.405,-32.344,6.249,
43 Lyn,145.501427,39.757853,-50.039,-48.081,5.61,
13 LMi,145.678078,35.093372,-20.987,-52.642,6.14,
27 UMa,145.738287,72.252617,-27.513,-26.907,5.142,
f Leo,145.888583,29.974476,-16.946,-102.252,5.621,
O Vel,145.925977,-53.891282,-67.451,33.101,5.544,
psi Leo,145.932945,14.021703,1.614,-2.014,5.35,
tet Ant,146.050396,-27.769472,-53.23,37.24,4.79,
l Car,146.311715,-62.507903,-12.697,7.988,3.75,
eps Leo,146.462807,23.774254,-46.154,-10.799,2.98,
28 UMa,146.480679,63.653313,-15.066,-42.954,6.523,
nu. Cha,146.585963,-76.776119,83.013,-56.328,5.44,
18 Leo,146.597197,11.810043,-16.084,17.619,5.644,
44 Lyn,146.631935,57.128069,0.542,33.041,5.2,
14 LMi,146.677019,45.114393,54.665,-131.729,6.812,
ups Car,146.775507,-65.072007,-11.51,4.71,2.99,
19 Leo,146.858186,11.568166,-50.52,-4.72,6.445,
15 LMi,147.14738,46.021007,221.75,-92.356,5.1,
20 Leo,147.458726,21.179422,-44.29,-14.83,6.077,
u Vel,147.488085,-45.732737,-25.335,10.549,5.084,
16 LMi,147.55778,39.631707,2.567,6.102,6.65,
4 Sex,147.625342,4.343649,-148.668,-51.239,6.24,
ups UMa,147.747325,59.038734,-294.441,-151.663,3.81,
23 Leo,147.758267,13.066239,18.752,-7.185,6.45,
6 Sex,147.808465,-4.24335,12.381,-26.918,6.016,
ups01 Hya,147.869479,-14.846629,31.037,-26.862,4.11,Zhang
m Vel,147.919451,-46.547622,-25.119,10.305,4.58,
g Leo,147.970848,24.395261,30.555,-151.823,5.29,
phi UMa,148.026476,54.064332,-6,19.16,4.557,
7 Sex,148.050684,2.454129,-183.327,94.912,6.02,
gam Sex,148.126822,-8.105035,-57.28,-49.26,5.07,
mu. Leo,148.190904,26.006951,-216.266,-55.125,3.88,Rasalas
9 Sex,148.527934,4.945416,-25.862,13.296,6.7,
31 UMa,148.929174,49.819843,-4.372,19.887,5.269,
18 LMi,149.130571,32.384627,-41.433,11.998,6.55,
phi Vel,149.21559,-54.567789,-13.08,3.55,3.45,
19 LMi,149.42106,41.055632,-116.432,-25.86,5.104,
nu. Leo,149.555731,12.444802,-25.66,-15.56,5.26,
eta Ant,149.717814,-35.890973,-89.728,-15.945,5.222,
12 Sex,149.929518,3.384791,-68.845,27.905,6.694,
pi. Leo,150.053357,8.044223,-31.41,-22.15,4.7,
mu. Cha,150.182474,-82.21467,-26.011,31.141,5.52,
20 LMi,150.252737,31.92367,-528.871,-429.376,5.37,
mu.02 Cha,151.029875,-81.565492,-49.987,52.307,6.61,
13 Sex,151.035133,3.201055,-76.356,-93.714,6.429,
ups02 Hya,151.281123,-13.064626,-38.261,19.173,4.588,
14 Sex,151.697603,5.611492,-33.725,-15.947,6.187,
eta Leo,151.833132,16.762661,-2.8,-1.82,3.41,
21 LMi,151.857343,35.244696,52.403,0.509,4.49,
31 Leo,151.976125,9.997507,-82.021,-64.844,4.38,
alf Sex,151.984515,-0.37167,-13.06,-9.669,4.49,
Q Vel,152.234331,-51.811261,-14.96,0.48,4.845,
S Car,152.34122,-61.549009,-93.671,76.999,5.71,
17 Sex,152.531415,-8.408165,-30.6,-1,5.901,
lam Hya,152.647035,-12.354127,-217.433,-74.373,3.61,
18 Sex,152.732753,-8.418459,-0.115,-43.987,5.618,
34 Leo,152.909215,13.355113,39.26,-37.33,6.427,
19 Sex,153.201519,4.614677,-50.538,-6.118,5.781,
M Car,153.377635,-66.372811,-34.517,11.575,5.141,
ome Car,153.434252,-70.037906,-36.548,7.125,3.33,
20 Sex,153.434912,-7.384046,-191.603,20.123,7.22,
21 Sex,153.535003,-7.993499,-9.793,-22.01,6.98,
q Vel,153.683982,-42.121943,-150.09,49.44,3.85,
22 LMi,153.776411,31.468068,-35.001,-3.927,6.46,
U UMa,153.781945,59.985541,14.244,5.863,6.25,
23 LMi,154.060125,29.310474,-70.765,-22.844,5.488,
24 LMi,154.11701,28.682483,-65.871,-95.703,6.465,
35 Leo,154.134538,23.503113,-200.342,32.03,5.95,
37 Leo,154.16974,13.728334,-22.829,-14.784,5.41,
zet Leo,154.172563,23.417317,21.161,-8.263,3.41,Adhafera
q Car,154.27073,-61.332302,-24.73,7.2,3.35,
lam UMa,154.27408,42.914414,-152.974,-49.462,3.45,Tania Borealis
39 Leo,154.310576,23.106218,-413.372,-98.047,5.82,
eps Sex,154.40751,-8.068913,-160.234,3.349,5.24,
32 UMa,154.508444,65.108352,-89.175,-8.861,5.76,
40 Leo,154.93403,19.470912,-230.589,-214.069,4.78,
J Vel,155.228315,-56.043237,-12.192,5.367,4.51,
23 Sex,155.258358,2.289721,-8.899,-0.447,6.644,
42 Leo,155.459595,14.975773,-32.212,-11.414,6.163,
r Vel,155.581603,-41.649962,-27.72,60.366,4.83,
mu. UMa,155.582198,41.499538,-73.749,28.259,3.05,Tania Australis
L Car,155.742275,-66.901497,-22.39,11.48,4.99,
43 Leo,155.751866,6.542643,-15.338,-98.692,6.08,
27 LMi,155.776371,33.908142,-12.314,-4.941,5.9,
25 Sex,155.860326,-4.074033,-50.818,4.114,5.97,
28 LMi,156.03585,33.718529,-14.46,-2.77,5.503,
I Car,156.098773,-74.031611,-15.399,-28.433,4.01,
44 Leo,156.313314,8.784844,10.652,-39.025,5.61,
29 LMi,156.437181,35.425428,-105.69,-58.949,6.47,
30 LMi,156.478395,33.796119,-73.711,-59.439,4.718,
mu. Hya,156.522609,-16.836288,-128.819,-80.185,3.81,
26 Sex,156.653811,-0.988056,-48.189,8.828,6.305,
27 Sex,156.695305,-4.38834,-43.71,-1.75,6.551,
alf Ant,156.787919,-31.067779,-81.32,9.798,4.25,
V399 Car,156.85196,-57.638805,-7.377,3.688,4.7,
45 Leo,156.912454,9.762392,8.101,-5.169,6.04,
s Car,156.969703,-58.739403,-14.47,2.36,3.81,
bet LMi,156.970831,36.70721,-127.68,-110.31,4.21,
del Sex,157.369595,-2.739076,-49.127,-13.023,5.18,
del Ant,157.397412,-30.607065,-29.598,1.704,5.56,
35 UMa,157.47682,65.626231,5.865,-29.989,6.309,
32 LMi,157.526865,38.925132,-16.446,-4.506,5.784,
bet Sex,157.572834,-0.637032,-39.29,-23.582,5.1,
K Car,157.583865,-71.992794,27.896,-30.148,4.71,
31 Sex,157.629148,2.150202,59.409,-37.483,6.972,
36 UMa,157.65658,55.980539,-177.045,-32.634,4.82,
Y Vel,157.84092,-53.715483,-419.935,209.671,4.89,
33 LMi,157.964064,32.379557,16.652,7.876,5.905,
s Vel A,157.989319,-45.066718,-14.39,-1.2,5.668,
p Car,158.006095,-61.685332,-17.01,11.5,3.27,
46 Leo,158.049056,14.137269,-41.712,24.774,5.46,
43 Hya,158.171498,-16.958725,-20.964,-86.87,7.61,
rho Leo,158.202798,9.306586,-5.93,-3.4,3.87,
t Vel,158.23692,-47.003351,-23.88,5.48,5.027,
34 LMi,158.378796,34.988694,-28.397,-3.072,5.58,
44 Hya,158.503685,-23.745169,-11.135,21.596,5.06,
48 Leo,158.700056,6.95375,-102.355,56.865,5.07,
49 Leo,158.758995,8.650429,-52.68,-4.23,5.67,
37 UMa,158.79039,57.082635,66.449,37.145,5.148,
U Ant,158.803546,-39.56259,-31.504,2.619,5.38,
gam Cha,158.867113,-78.607787,-37.61,11.08,4.12,
r Car,158.897072,-57.557634,-15.93,0.49,4.43,
phi02 Hya,159.069412,-16.344327,-30.651,4.212,6.012,
t01 Car,159.085497,-59.564394,-41.591,-38.694,5.088,
35 LMi,159.089254,36.326928,36.358,-33.143,6.287,
p Vel,159.325583,-48.225621,-133.41,-1.82,3.84,
U Hya,159.388637,-13.384542,42.59,-37.72,4.82,
36 LMi,159.467775,34.078631,-18.737,4.314,6.41,
phi Hya,159.645615,-16.876565,-95.499,25.027,4.903,
37 LMi,159.680052,31.976239,0.07,7.79,4.677,
t02 Car,159.687484,-59.182996,-14.799,0.626,4.87,
38 LMi,159.781801,37.910001,-220.689,-45.256,5.84,
x Vel,159.826638,-55.603267,-18.8,4.85,4.267,
33 Sex,160.350775,-1.741492,-138.666,-119.375,6.25,
38 UMa,160.485812,65.716281,-174.156,-66.708,5.12,
34 Sex,160.656193,3.583106,-94.321,37.466,6.58,
tet Car,160.739175,-64.39445,-18.36,12.03,2.76,
40 LMi,160.757843,26.325563,-98.971,-65.543,5.506,
35 Sex,160.83717,4.747666,21.82,-34.83,5.79,
41 LMi,160.853987,23.188403,-114.605,8.231,5.07,
w Car,160.884542,-60.566619,-14.75,3.1,4.545,
39 UMa,160.930527,57.199199,23.952,-53.934,5.782,
36 Sex,161.289405,2.487974,-47.53,-22.3,6.271,
del01 Cha,161.317977,-80.469594,-17.28,-29.25,5.46,
del02 Cha,161.44586,-80.540188,-36.917,6.327,4.433,
42 LMi,161.466227,30.682308,-20.344,-38.234,5.352,
40 UMa,161.499468,56.920844,10.242,13.334,7.105,
37 Sex,161.523667,6.373183,-7.729,-36.497,6.368,
41 UMa,161.593672,57.365913,-52.417,-58.174,6.34,
m Leo,161.602275,18.891522,95.294,-40.995,5.492,
k Leo,161.605321,14.194645,-125.375,-64.87,5.478,
mu. Vel,161.692411,-49.420257,63.22,-54.21,2.69,
b01 Hya,161.716894,-17.296875,-15.864,-18.786,5.44,
43 LMi,162.23845,29.416056,-79.872,-38.357,6.149,
l Leo,162.314293,10.545199,-3.569,-25.597,5.312,
40 Sex,162.32197,-4.023926,-50.73,-0.12,6.61,
nu. Hya,162.406201,-16.193647,92.912,199.642,3.11,
44 LMi,162.47386,27.973947,-10.631,30.751,6.047,
41 Sex,162.575235,-8.897765,-5.694,-15.814,5.791,
43 UMa,162.795868,56.582257,-66.959,2.097,5.661,
42 UMa,162.848839,59.32012,-26.876,-51.293,5.562,
46 LMi,163.327871,34.214892,90.625,-278.664,3.83,Praecipua
b03 Hya,163.373051,-20.138729,80.915,-238.566,5.24,
u Car,163.373567,-58.85317,78.169,38.8,3.79,
44 UMa,163.39355,54.585127,-65.881,-9.253,5.111,
p01 Leo,163.432135,-2.129205,-83.401,15.387,5.449,
ome UMa,163.494754,43.189957,44.033,-23.714,4.664,
48 LMi,163.675697,25.490724,-55.439,0.341,6.187,
47 LMi,163.742412,34.034798,-58.094,-44.792,5.725,
T Car,163.821757,-60.517001,-35.033,85.43,5.92,
54 Leo A,163.903339,24.749728,-76.977,-14.698,4.477,
55 Leo,163.92665,0.736919,107.162,-0.673,5.93,
46 UMa,163.934934,33.506929,-111.772,-27.303,5.034,
56 Leo,164.00612,6.185369,-23.9,-6.42,5.78,
50 LMi,164.143446,25.500244,-24.383,-7.744,6.354,
iot Ant,164.17938,-37.137767,74.069,-124.443,4.6,
eta Oct,164.807324,-84.593894,-65.747,-8.273,6.185,
47 UMa,164.866553,40.430256,-316.85,55.18,5.03,Chalawan
alf Crt,164.943605,-18.298786,-462.303,128.614,4.07,Alkes
i Vel,165.038601,-42.225858,23.077,3.942,4.39,
58 Leo,165.140196,3.617498,13.868,-15.792,4.838,
c Leo,165.186675,6.101445,-52.013,-23.524,4.977,
49 UMa,165.210071,39.212076,-72.985,-27.041,5.062,
p02 Leo,165.456984,-2.48459,9.014,-35.37,4.75,
b Leo,165.582398,20.17984,-9.847,39.554,4.398,
p03 Leo,165.902466,-0.000831,-60.211,1.978,5.927,
51 UMa,166.130118,38.241361,-66.329,0.98,6.02,
chi Leo,166.254282,7.336007,-345.034,-46.986,4.62,
51 LMi,166.314478,25.201903,-400.872,-61.731,7.8,
chi01 Hya,166.332927,-27.293624,-187.524,-3.099,4.912,
chi02 Hya,166.489875,-27.287853,34.417,-16.477,5.71,
z Car,166.63511,-62.424114,-37.621,9.269,4.606,
p04 Leo,166.725864,1.955526,-382.86,-85.867,5.52,
52 LMi,166.770292,25.537126,-56.497,-14.8,6.844,
64 Leo,166.915442,23.323763,-14.234,9.796,6.468,
z02 Car,167.141657,-61.947176,-6.48,1.9,5.19,
x Car,167.147458,-58.975037,-4.97,1.67,3.83,
67 Leo,167.204533,24.658494,3.298,-6.403,5.698,
psi UMa,167.415867,44.498488,-62.62,-27.778,3.01,
bet Crt,167.914495,-22.825848,7.827,-102.911,4.449,
psi Crt,168.126549,-18.499861,-20.48,-24.8,6.105,
y Car,168.150055,-60.317626,-6.302,2.021,4.62,
p05 Leo,168.439805,-0.069502,-46.541,2.767,5.404,
del Leo,168.527089,20.523718,143.42,-129.88,2.53,Zosma
tet Leo,168.560023,15.429571,-60.538,-78.675,3.35,Chertan
72 Leo,168.800946,23.09551,-25.56,-6,4.63,
n Leo,168.966167,13.307565,7.895,-10.518,5.32,
phi Leo,169.165415,-3.651603,-109.951,-36.611,4.45,
75 Leo,169.322502,2.010556,54.983,-142.154,5.18,
nu. UMa,169.619736,33.094308,-26.84,28.69,3.49,Alula Borealis
76 Leo,169.728998,1.650395,-37.527,-55.805,5.904,
55 UMa,169.782859,38.185593,-47.378,-75.708,4.8,
del Crt,169.835197,-14.77854,-122.958,207.083,3.56,
pi. Cen,170.251737,-54.491101,-42.322,7.851,3.9,
sig Leo,170.28414,6.029322,-92.67,-12.12,4.04,
71 Leo,170.620609,17.437012,-117.969,-16.472,7.01,
56 UMa,170.706575,43.482698,-35.561,-10.651,5.03,
lam Crt,170.841172,-18.780036,-319.253,-17.823,5.09,
iot Leo,170.981053,10.529505,141.45,-79.14,4,
79 Leo,171.009698,1.407762,-16.268,-0.088,5.386,
eps Crt,171.152463,-10.859326,-25.154,24.689,4.802,
gam Crt,171.220515,-17.684012,-96.811,3.65,4.06,
81 Leo,171.401553,16.456537,-142.871,-5.605,5.572,
80 Leo,171.458569,3.860064,-76.523,-29.035,6.354,
83 Leo A,171.68884,3.013099,-725.963,180.98,6.46,
kap Crt,171.789648,-12.356749,-99.937,23.947,5.923,
tau Leo,171.984331,2.856265,16.851,-10.756,4.943,
57 UMa,172.267175,39.336975,-53.63,13.63,5.354,
85 Leo,172.424349,15.413266,-31.04,-49.515,5.734,
e Leo,172.578722,-3.003499,19.554,-16.149,4.77,
86 Leo,172.620948,18.409807,-76.401,23.613,5.549,
58 UMa,172.629713,43.173241,-49.422,81.735,5.942,
lam Dra,172.850923,69.331076,-41.24,-18.851,3.85,Giausar
88 Leo,172.937267,14.364503,-329.873,-189.925,6.27,
omi01 Cen,172.941952,-59.442061,-4.491,1.604,5.097,
omi02 Cen,172.953331,-59.515647,-6.976,1.118,5.14,
17 Crt B,173.066833,-29.263305,-22.006,140.413,5.671,
ksi Hya,173.250479,-31.857624,-210.158,-41.203,3.54,
89 Leo,173.591454,3.060165,-183.855,-102.938,5.76,
90 Leo,173.677042,16.796915,-10.6,-0.3,5.94,
A Cen,173.690232,-54.264092,-56.17,16.19,4.607,
C01 Cen,173.805343,-47.372579,-88.144,-7.202,5.675,
lam Cen,173.945325,-63.019835,-33.863,-7.236,3.14,
C02 Cen,173.981604,-47.64164,33.654,-49.433,5.252,
2 Dra,174.011651,69.322952,109.34,-126.445,5.19,
tet Crt,174.170455,-9.802223,-59.995,3.959,4.673,
ups Leo,174.237211,-0.82375,1.696,43.142,4.3,
pi. Cha,174.315175,-75.896533,-129.612,-3.637,5.637,
C03 Cen,174.391655,-47.747298,-74.717,18.854,5.456,
59 UMa,174.585708,43.625427,-145.574,-35.022,5.56,
ome Vir,174.61503,8.134296,-3.89,5.3,5.36,
60 UMa,174.639645,46.834214,-39.964,-27.31,6.076,
iot Crt,174.666742,-13.201939,91.849,125.335,5.48,
omi Hya,175.05329,-34.744659,-43.24,-1.61,4.7,
92 Leo,175.196113,21.352727,-60.943,-45.959,5.255,
61 UMa,175.262567,34.201634,-12.522,-381.196,5.34,
62 UMa,175.392735,31.746049,-352.105,29.919,5.75,
3 Dra,175.618174,66.744906,-45.659,39.021,5.308,
zet Crt,176.190733,-18.350676,27.298,-24.644,4.706,
ksi Vir,176.320999,8.258114,59.008,-24.823,4.842,
lam Mus,176.401746,-66.728762,-100.35,33.49,3.65,
nu. Vir,176.464831,6.529373,-18.96,-181.56,4.04,
chi UMa,176.512558,47.779404,-138.297,28.66,3.72,Taiyangshou/Alkafzah
4 Vir,176.97873,8.245892,-54.159,8.741,5.316,
93 Leo,176.9964,20.218931,-145.49,-4.34,4.52,
mu. Mus,177.060563,-66.814909,30.34,-15.71,4.728,
j Cen,177.421114,-63.788472,-22.022,2.755,4.308,
bet Vir,177.673827,1.764722,740.746,-270.927,3.6,Zavijava
B Cen,177.786213,-45.17347,-72.928,-7.964,4.46,
bet Hya,178.227172,-33.90813,-56.56,0.19,4.28,
gam UMa,178.457697,53.69476,107.68,11.01,2.44,Phecda
6 Vir,178.763052,8.443942,-32.519,15.424,5.569,
65 UMa A,178.773942,46.476833,10.182,2.155,6.67,
65 UMa B,178.79721,46.469768,10.266,5.184,6.965,
o Leo,178.918886,15.646819,10.592,1.879,5.522,
66 UMa,178.993405,56.598558,8.802,-2.222,5.824,
eta Crt,179.003975,-17.150824,-49.952,-8.271,5.16,
eps Cha,179.906568,-78.221838,-40.34,-8.3,4.88,
b Vir,179.987139,3.655204,-18.883,-6.935,5.345,
31 Crt,180.213163,-19.658981,-17.071,6.83,5.264,
pi. Vir,180.218293,6.614321,0.26,-30.1,4.642,
1 Com,180.434478,22.0943,-39.203,-11.627,6.576,
67 UMa,180.528246,43.045563,-310.809,87.157,5.22,
tet01 Cru,180.756252,-63.312929,-152.903,6.355,4.32,
89 Cen,180.901429,-39.00908,-369.35,-47.57,8.54,
2 Com,181.06916,21.459152,35.73,-4.64,5.89,
tet02 Cru,181.080083,-63.165699,-18.467,0.467,4.716,
kap Cha,181.193628,-76.519062,-77.818,45.738,5.024,
omi Vir,181.302216,8.733018,-225.029,33.282,4.12,
eta Cru,181.720409,-64.613731,34.27,-36.902,4.136,
E Cen,182.061269,-48.692511,-26.946,-6.772,5.34,
del Cen,182.089573,-50.722427,-49.94,-7.19,2.52,
alf Crv,182.103405,-24.728876,96.976,-40.023,4.01,Alchiba
10 Vir,182.422125,1.89789,42.129,-179.748,5.95,
11 Vir,182.514242,5.807007,-159.093,17.835,5.72,
eps Crv,182.531169,-22.619767,-71.74,10.25,2.98,Minkar
3 Com,182.631837,16.809271,-23.729,2.003,6.387,
3 Crv,182.765996,-23.602421,-66.124,-20.205,5.47,
rho Cen,182.912999,-52.36844,-38.874,-13.28,3.96,
68 UMa,182.937105,57.054405,9.911,-16.605,6.31,
4 Com,182.963236,25.87028,-39.545,-30.678,5.62,
5 Com,183.038707,20.542062,-15.179,-17.978,5.55,
S Mus,183.195916,-70.151789,-8.139,-1.511,8.33,
12 Vir,183.35808,10.262339,-93.221,-8.348,5.829,
D Cen,183.511239,-45.723916,-35.35,5.56,5.31,
1 CVn,183.680876,53.434627,-20.552,-18.123,6.171,
del Cru,183.786327,-58.748924,-36.951,-11.296,2.752,Imai
del UMa,183.856502,57.032615,104.11,7.3,3.32,Megrez
